SITENAME,BCF-Sector,Solution Type,Site Type,Blended Congestion,Lat,Lon,Town,Province,ACL,Azimuth,Beam Width,Length
P4BAGAKAYOZAMISMOCC,P4BAGAKAYOZAMISMOCC-1,MACRO,MACRO,GREEN,8.142576,123.815112,MISAMIS OCCIDENTAL,OZAMIZ CITY,29,40,40,200
P4CANOCOTANTAGUMDDN,P4CANOCOTANTAGUMDDN-3,MACRO,MACRO,GREEN,7.408877,125.77844,DAVAO DEL NORTE,TAGUM CITY (CAPITAL),29,210,40,200
PASIAGANBONGAOTAWI,PASIAGANBONGAOTAWI-1,MACRO,MACRO,GREEN,5.009312,119.758747,TAWI-TAWI,BONGAO (CAPITAL),39,350,40,200
POB8BUENVAGN,POB8BUENVAGN-1,MACRO,MACRO,GREEN,8.979494,125.409712,AGUSAN DEL NORTE,BUENAVISTA,29,10,40,200
POBLAELSALVMOR,POBLAELSALVMOR-3,MACRO,MACRO,GREEN,8.56222,124.52,MISAMIS ORIENTAL,EL SALVADOR CITY,29,170,40,200
PRKABIPEQBUTUANAGN,PRKABIPEQBUTUANAGN-3,MACRO,MACRO,GREEN,8.977664,125.523268,AGUSAN DEL NORTE,BUTUAN CITY (CAPITAL),36,280,40,200
SAMPANAPOLPGDIANZDS,SAMPANAPOLPGDIANZDS-3,MACRO,MACRO,GREEN,7.81613,123.414535,ZAMBOANGA DEL SUR,PAGADIAN CITY (CAPITAL),30,260,40,200
SINUBONGZAMBOAZDS,SINUBONGZAMBOAZDS-1,MACRO,MACRO,GREEN,7.02834,121.923012,ZAMBOANGA DEL SUR,ZAMBOANGA CITY,40,310,40,200
TAGUISIANMBUHAYZSIB,TAGUISIANMBUHAYZSIB-2,MACRO,MACRO,GREEN,7.364752,122.970971,ZAMBOANGA SIBUGAY,MABUHAY,39,165,40,200
TCCRETALIGABUTUANAGN,TCCRETALIGABUTUANAGN-1,MACRO,MACRO,GREEN,8.9383,125.6304,AGUSAN DEL NORTE,BUTUAN CITY (CAPITAL),39,320,40,200
TCCRETALIGABUTUANAGN,TCCRETALIGABUTUANAGN-2,MACRO,MACRO,GREEN,8.9383,125.6304,AGUSAN DEL NORTE,BUTUAN CITY (CAPITAL),39,120,40,200
TCCRETALIGABUTUANAGN,TCCRETALIGABUTUANAGN-3,MACRO,MACRO,GREEN,8.9383,125.6304,AGUSAN DEL NORTE,BUTUAN CITY (CAPITAL),39,250,40,200
TCEDCALEJANDRADAVAODDS,TCEDCALEJANDRADAVAODDS-3,MACRO,MACRO,GREEN,7.265347,125.663639,DAVAO DEL SUR,DAVAO CITY,32,220,40,200
TCFGAAPLAYADIGOSDDS,TCFGAAPLAYADIGOSDDS-2,MACRO,MACRO,GREEN,6.73822,125.379,DAVAO DEL SUR,DIGOS CITY (CAPITAL),39,85,40,200
TCFGACEANURILIGANLDN,TCFGACEANURILIGANLDN-3,MACRO,MACRO,GREEN,8.214378,124.225752,LANAO DEL NORTE,ILIGAN CITY,35,220,40,200
TCFGACORONSTCRUZDDS,TCFGACORONSTCRUZDDS-3,MACRO,MACRO,GREEN,6.89265,125.453,DAVAO DEL SUR,SANTA CRUZ,50,140,40,200
TCFGADAPNBAGANGDVOR,TCFGADAPNBAGANGDVOR-2,MACRO,MACRO,GREEN,7.61876,126.561,DAVAO ORIENTAL,BAGANGA,30,115,40,200
TCFGAGREDUPANABODDN,TCFGAGREDUPANABODDN-1,MACRO,MACRO,GREEN,7.294167,125.667987,DAVAO DEL NORTE,PANABO CITY,28,50,40,200
TCFGAKM2JCAQUINBUTUANAGN,TCFGAKM2JCAQUINBUTUANAGN-1,MACRO,MACRO,GREEN,8.944829,125.525034,AGUSAN DEL NORTE,BUTUAN CITY (CAPITAL),34,0,40,200
TCFGAMAASINZAMBOAZDS,TCFGAMAASINZAMBOAZDS-1,MACRO,MACRO,GREEN,6.952832,121.97913,ZAMBOANGA DEL SUR,ZAMBOANGA CITY,32,340,40,200
TCFGAMABINIDIGOSDDS,TCFGAMABINIDIGOSDDS-2,MACRO,MACRO,GREEN,6.74017,125.351,DAVAO DEL SUR,DIGOS CITY (CAPITAL),30,75,40,200
TCFGAMAIBOTANTANSCOT,TCFGAMAIBOTANTANSCOT-2,MACRO,MACRO,GREEN,6.55343,124.783,SOUTH COTABATO,TANTANGAN,37,120,40,200
TCFGAMANALITADVOC,TCFGAMANALITADVOC-2,MACRO,MACRO,GREEN,6.34182,125.643,DAVAO OCCIDENTAL,MALITA (CAPITAL),39,145,40,200
TCFGAMATIAOMATIDVOR,TCFGAMATIAOMATIDVOR-2,MACRO,MACRO,GREEN,6.956002,126.239079,DAVAO ORIENTAL,MATI CITY (CAPITAL),39,150,40,200
TCFGAPOB1BANSALDDS,TCFGAPOB1BANSALDDS-1,MACRO,MACRO,GREEN,6.7794,125.2171,DAVAO DEL SUR,BANSALAN,39,30,40,200
TCLDCBALINTPGDIANZDS,TCLDCBALINTPGDIANZDS-1,MACRO,MACRO,GREEN,7.827273,123.414746,ZAMBOANGA DEL SUR,PAGADIAN CITY (CAPITAL),29,330,40,200
TCPHTBALITONGLANSAR,TCPHTBALITONGLANSAR-3,MACRO,MACRO,GREEN,5.754486,125.2307,SARANGANI,GLAN,49,250,40,200
TCPHTP8ISINGCARMENDDN,TCPHTP8ISINGCARMENDDN-3,MACRO,MACRO,GREEN,7.35102,125.703,DAVAO DEL NORTE,CARMEN,7,210,40,200
TCPHTSINGAOKIDAPNCOT,TCPHTSINGAOKIDAPNCOT-2,MACRO,MACRO,GREEN,6.99837,125.06036,COTABATO,KIDAPAWAN CITY (CAPITAL),39,170,40,200
TCPHTTALISAYDPITANZDN,TCPHTTALISAYDPITANZDN-1,MACRO,MACRO,GREEN,8.6662,123.419,ZAMBOANGA DEL NORTE,DAPITAN CITY,40,350,40,200
TCPHTTALISAYDPITANZDN,TCPHTTALISAYDPITANZDN-3,MACRO,MACRO,GREEN,8.6662,123.419,ZAMBOANGA DEL NORTE,DAPITAN CITY,40,260,40,200
TCPHTTRESMAYODIGOSDDS,TCPHTTRESMAYODIGOSDDS-1,MACRO,MACRO,GREEN,6.755186,125.335961,DAVAO DEL SUR,DIGOS CITY (CAPITAL),29,330,40,200
TCPHTTRESMAYODIGOSDDS,TCPHTTRESMAYODIGOSDDS-3,MACRO,MACRO,GREEN,6.755186,125.335961,DAVAO DEL SUR,DIGOS CITY (CAPITAL),29,190,40,200
TOPLANDKNADALSCOT,TOPLANDKNADALSCOT-1,MACRO,MACRO,GREEN,6.483608,124.9178,SOUTH COTABATO,KORONADAL CITY (CAPITAL),33,30,40,200
UPPERKLNANPOLOMOSCOT,UPPERKLNANPOLOMOSCOT-1,MACRO,MACRO,GREEN,6.210658,125.118111,SOUTH COTABATO,POLOMOLOK,29,20,40,200
INDULATALAKAGBUK,INDULATALAKAGBUK-2,MACRO,MACRO,GREEN,8.092821,124.578296,BUKIDNON,TALAKAG,48,110,40,200
KALIMBUDWAPATKULSULU,KALIMBUDWAPATKULSULU-1,MACRO,MACRO,GREEN,6.043876,121.011334,SULU,PATIKUL,26,40,40,200
KALIMBUDWAPATKULSULU,KALIMBUDWAPATKULSULU-2,MACRO,MACRO,GREEN,6.043876,121.011334,SULU,PATIKUL,26,140,40,200
KALIMBUDWAPATKULSULU,KALIMBUDWAPATKULSULU-3,MACRO,MACRO,GREEN,6.043876,121.011334,SULU,PATIKUL,26,290,40,200
POBMAMBAJACMGN,POBMAMBAJACMGN-2,MACRO,MACRO,GREEN,9.243751,124.7152,CAMIGUIN,MAMBAJAO (CAPITAL),37,100,40,200
POBMAMBAJACMGN,POBMAMBAJACMGN-3,MACRO,MACRO,GREEN,9.243751,124.7152,CAMIGUIN,MAMBAJAO (CAPITAL),37,260,40,200
SUMILIBUTUANAGN,SUMILIBUTUANAGN-1,MACRO,MACRO,GREEN,8.993743,125.611607,AGUSAN DEL NORTE,BUTUAN CITY (CAPITAL),39,320,40,200
SUMILIBUTUANAGN,SUMILIBUTUANAGN-2,MACRO,MACRO,GREEN,8.993743,125.611607,AGUSAN DEL NORTE,BUTUAN CITY (CAPITAL),39,120,40,200
SUMILIBUTUANAGN,SUMILIBUTUANAGN-3,MACRO,MACRO,GREEN,8.993743,125.611607,AGUSAN DEL NORTE,BUTUAN CITY (CAPITAL),39,220,40,200
ZONE3POBHINATUSDS,ZONE3POBHINATUSDS-2,MACRO,MACRO,GREEN,8.368108,126.335516,SURIGAO DEL SUR,HINATUAN,40,120,40,200
ZONE3POBHINATUSDS,ZONE3POBHINATUSDS-3,MACRO,MACRO,GREEN,8.368108,126.335516,SURIGAO DEL SUR,HINATUAN,40,230,40,200
FMARTK,FMARTK-2,MACRO,MACRO,GREEN,6.488957,124.859474,SOUTH COTABATO,KORONADAL CITY (CAPITAL),18,0,40,200
GOZAMI,GOZAMI-3,MACRO,MACRO,GREEN,8.143182,123.844076,MISAMIS OCCIDENTAL,OZAMIZ CITY,13,80,40,200
HTLGUILLER,HTLGUILLER-3,MACRO,MACRO,GREEN,7.824344,123.440076,ZAMBOANGA DEL SUR,PAGADIAN CITY (CAPITAL),30,225,40,200
WASHINSURGAOSDN,WASHINSURGAOSDN-3,MACRO,MACRO,GREEN,9.79015,125.4829,SURIGAO DEL NORTE,SURIGAO CITY (CAPITAL),22,265,40,200
DDIANRTH1GENSANSCOTAS,DDIANRTH1GENSANSCOTAS-1,SMALLCELL-AIRSCALE,MACRO,GREEN,6.11539,125.17,SOUTH COTABATO,GENERAL SANTOS CITY,7,265,40,200
DDIANRTH2GENSANSCOTAS,DDIANRTH2GENSANSCOTAS-2,SMALLCELL-AIRSCALE,MACRO,GREEN,6.11539,125.17,SOUTH COTABATO,GENERAL SANTOS CITY,7,160,40,200
TAGMAMTUBAYAGN,TAGMAMTUBAYAGN-3,MACRO,MACRO,GREEN,9.205381,125.564452,AGUSAN DEL NORTE,TUBAY,34,270,40,200
BRENTHOSPZAMBOAZDS,BRENTHOSPZAMBOAZDS-2,MACRO,MACRO,GREEN,6.907971,122.068461,ZAMBOANGA DEL SUR,ZAMBOANGA CITY,6,110,40,200
BUENAVSTAPGDIANZDS,BUENAVSTAPGDIANZDS-2,MACRO,MACRO,GREEN,7.823636,123.406608,ZAMBOANGA DEL SUR,PAGADIAN CITY (CAPITAL),45,150,40,200
CALOOCANKNADALSCOT,CALOOCANKNADALSCOT-2,MACRO,MACRO,GREEN,6.524571,124.8424,SOUTH COTABATO,KORONADAL CITY (CAPITAL),29,175,40,200
GOZAMI,GOZAMI-1,MACRO,MACRO,GREEN,8.143182,123.844076,MISAMIS OCCIDENTAL,OZAMIZ CITY,13,0,40,200
MABINSANMIGDIGOSDDS,MABINSANMIGDIGOSDDS-2,MACRO,MACRO,GREEN,6.741749,125.3386,DAVAO DEL SUR,DIGOS CITY (CAPITAL),30,60,40,200
P2AMBAGOBUTUANAGN,P2AMBAGOBUTUANAGN-1,MACRO,MACRO,GREEN,8.977724,125.501858,AGUSAN DEL NORTE,BUTUAN CITY (CAPITAL),39,0,40,200
TCFGAAGUA2OZAMISMOCC,TCFGAAGUA2OZAMISMOCC-2,MACRO,MACRO,GREEN,8.15449,123.848,MISAMIS OCCIDENTAL,OZAMIZ CITY,39,180,40,200
TCFGABAYUGAN3ROSARAGS,TCFGABAYUGAN3ROSARAGS-2,MACRO,MACRO,GREEN,8.31164,126.00931,AGUSAN DEL SUR,ROSARIO,38,100,40,200
TCFGACOGONDIGOSDDS,TCFGACOGONDIGOSDDS-3,MACRO,MACRO,GREEN,6.7545,125.3859,DAVAO DEL SUR,DIGOS CITY (CAPITAL),39,180,40,200
TCFGACURUANZAMBOAZDS,TCFGACURUANZAMBOAZDS-2,MACRO,MACRO,GREEN,7.210177,122.231638,ZAMBOANGA DEL SUR,ZAMBOANGA CITY,38,155,40,200
TCFGAKIHAROMRAMAGBUK,TCFGAKIHAROMRAMAGBUK-1,MACRO,MACRO,GREEN,7.860836,124.991576,BUKIDNON,MARAMAG,37,280,40,200
TCFGAMARGOSKPATAGLDN,TCFGAMARGOSKPATAGLDN-2,MACRO,MACRO,GREEN,7.927427,123.671445,LANAO DEL NORTE,KAPATAGAN,42,110,40,200
TCFGAMASAGZ3KNADALSCOT,TCFGAMASAGZ3KNADALSCOT-2,MACRO,MACRO,GREEN,6.48245,124.856,SOUTH COTABATO,KORONADAL CITY (CAPITAL),24,120,40,200
TCFGAMAUNSRABKNADALSCOT,TCFGAMAUNSRABKNADALSCOT-1,MACRO,MACRO,GREEN,6.403408,124.882936,SOUTH COTABATO,KORONADAL CITY (CAPITAL),39,0,40,200
TCFGANAMNKNADALSCOT,TCFGANAMNKNADALSCOT-2,MACRO,MACRO,GREEN,6.522937,124.861612,SOUTH COTABATO,KORONADAL CITY (CAPITAL),30,145,40,200
TCFGANAMNKNADALSCOT,TCFGANAMNKNADALSCOT-3,MACRO,MACRO,GREEN,6.522937,124.861612,SOUTH COTABATO,KORONADAL CITY (CAPITAL),30,250,40,200
TCFGAP11CLNDAVAODDS,TCFGAP11CLNDAVAODDS-1,MACRO,MACRO,GREEN,7.20262,125.445,DAVAO DEL SUR,DAVAO CITY,40,320,40,200
TCFGAPOBANTPASNCOT,TCFGAPOBANTPASNCOT-1,MACRO,MACRO,GREEN,7.250879,125.054909,COTABATO,ANTIPAS,33,80,40,200
TCFGAPOBS2MARIADVOC,TCFGAPOBS2MARIADVOC-1,MACRO,MACRO,GREEN,6.556444,125.469996,DAVAO OCCIDENTAL,SANTA MARIA,37,20,40,200
TCFGAPRKBONIFLUGAITMOR,TCFGAPRKBONIFLUGAITMOR-2,MACRO,MACRO,GREEN,8.337665,124.256819,MISAMIS ORIENTAL,LUGAIT,42,160,40,200
TCFGASANJOSEKNADALSCOT,TCFGASANJOSEKNADALSCOT-2,MACRO,MACRO,GREEN,6.551267,124.90535,SOUTH COTABATO,KORONADAL CITY (CAPITAL),36,155,40,200
TCPHTJOVELLARTARRADVOR,TCPHTJOVELLARTARRADVOR-3,MACRO,MACRO,GREEN,7.066492,126.466449,DAVAO ORIENTAL,TARRAGONA,39,250,40,200
TCPHTSMCPOBSULOPDDS,TCPHTSMCPOBSULOPDDS-1,MACRO,MACRO,GREEN,6.595591,125.344233,DAVAO DEL SUR,SULOP,42,0,40,200
INDULATALAKAGBUK,INDULATALAKAGBUK-1,MACRO,MACRO,GREEN,8.092821,124.578296,BUKIDNON,TALAKAG,48,340,40,200
INDULATALAKAGBUK,INDULATALAKAGBUK-3,MACRO,MACRO,GREEN,8.092821,124.578296,BUKIDNON,TALAKAG,48,250,40,200
PNOCKI,PNOCKI-1,MACRO,MACRO,GREEN,7.009948,125.229649,COTABATO,KIDAPAWAN CITY (CAPITAL),28,340,40,200
TCFGAMAHARLIKALABELSAR,TCFGAMAHARLIKALABELSAR-2,MACRO,MACRO,GREEN,6.104476,125.280443,SARANGANI,ALABEL (CAPITAL),33,110,40,200
CLARIN,CLARIN-1,MACRO,MACRO,GREEN,8.201474,123.863271,MISAMIS OCCIDENTAL,CLARIN,39,340,40,200
WASHINSURGAOSDN,WASHINSURGAOSDN-1,MACRO,MACRO,GREEN,9.79015,125.4829,SURIGAO DEL NORTE,SURIGAO CITY (CAPITAL),22,45,40,200
SAVALLEYCDO,SAVALLEYCDO-2,MACRO,MACRO,GREEN,8.455707,124.609975,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),41,105,40,200
TCFGACATGRNDAVAODDS,TCFGACATGRNDAVAODDS-3,MACRO,MACRO,GREEN,7.08868,125.5387,DAVAO DEL SUR,DAVAO CITY,29,160,40,200
BRGY6CDOMOR,BRGY6CDOMOR-3,MACRO,MACRO,GREEN,8.47757,124.642,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),23,220,40,200
BRPAMPASASADAVAODDS,BRPAMPASASADAVAODDS-1,MACRO,MACRO,GREEN,7.107809,125.65104,DAVAO DEL SUR,DAVAO CITY,34,15,40,200
DUSNAIDUMODAVAODDS,DUSNAIDUMODAVAODDS-1,MACRO,MACRO,GREEN,7.035261,125.526141,DAVAO DEL SUR,DAVAO CITY,19,330,40,200
KM8MATINAPADAVAODDS,KM8MATINAPADAVAODDS-3,MACRO,MACRO,GREEN,7.079379,125.560055,DAVAO DEL SUR,DAVAO CITY,39,270,40,200
LCGCDO,LCGCDO-3,MACRO,MACRO,GREEN,8.483898,124.65324,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),23,180,40,200
P2COMMUNDAVAODDS,P2COMMUNDAVAODDS-1,MACRO,MACRO,GREEN,7.13418,125.63202,DAVAO DEL SUR,DAVAO CITY,39,90,40,200
PECMATCROSDAVAODDS,PECMATCROSDAVAODDS-1,MACRO,MACRO,GREEN,7.060174,125.582,DAVAO DEL SUR,DAVAO CITY,40,320,40,200
PR49JPMIMAADAVAODDS,PR49JPMIMAADAVAODDS-2,MACRO,MACRO,GREEN,7.085634,125.586793,DAVAO DEL SUR,DAVAO CITY,19,120,40,200
PRK14BUNAWDAVAODDS,PRK14BUNAWDAVAODDS-2,MACRO,MACRO,GREEN,7.236534,125.6282,DAVAO DEL SUR,DAVAO CITY,29,75,40,200
SCHLCABANTDAVAODDS,SCHLCABANTDAVAODDS-3,MACRO,MACRO,GREEN,7.134915,125.610755,DAVAO DEL SUR,DAVAO CITY,23,275,40,200
TALOM2POBDAVAODDS,TALOM2POBDAVAODDS-3,MACRO,MACRO,GREEN,7.050711,125.54104,DAVAO DEL SUR,DAVAO CITY,25,215,40,200
TCAGCABANTIADAVAODDS,TCAGCABANTIADAVAODDS-3,MACRO,MACRO,GREEN,7.143763,125.598524,DAVAO DEL SUR,DAVAO CITY,29,170,40,200
TCAGCROSINGLUMBIACDOMOR,TCAGCROSINGLUMBIACDOMOR-1,MACRO,MACRO,GREEN,8.401488,124.612006,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),39,350,40,200
TCEDCDJRMAADAVAODDS,TCEDCDJRMAADAVAODDS-1,MACRO,MACRO,GREEN,7.096775,125.575558,DAVAO DEL SUR,DAVAO CITY,29,320,40,200
TCEDCZ7PATAGCDOMOR,TCEDCZ7PATAGCDOMOR-2,MACRO,MACRO,GREEN,8.491723,124.619323,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),23,220,40,200
TCFGABADAKDALIAODAVAODDS,TCFGABADAKDALIAODAVAODDS-2,MACRO,MACRO,GREEN,7.010736,125.509442,DAVAO DEL SUR,DAVAO CITY,35,230,40,200
TCFGABADAKDALIAODAVAODDS,TCFGABADAKDALIAODAVAODDS-3,MACRO,MACRO,GREEN,7.010736,125.509442,DAVAO DEL SUR,DAVAO CITY,35,320,40,200
TCFGABAGOGLDAVAODDS,TCFGABAGOGLDAVAODDS-3,MACRO,MACRO,GREEN,7.059584,125.522588,DAVAO DEL SUR,DAVAO CITY,34,265,40,200
TCFGABALIOKDAVAODDS,TCFGABALIOKDAVAODDS-3,MACRO,MACRO,GREEN,7.045062,125.497107,DAVAO DEL SUR,DAVAO CITY,31,330,40,200
TCFGACANITOAN2CDOMOR,TCFGACANITOAN2CDOMOR-1,MACRO,MACRO,GREEN,8.473626,124.593976,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),29,50,40,200
TCFGACROSSBDAVAODDS,TCFGACROSSBDAVAODDS-2,MACRO,MACRO,GREEN,7.02795,125.49436,DAVAO DEL SUR,DAVAO CITY,29,90,40,200
TCFGAECABANDAVAODDS,TCFGAECABANDAVAODDS-2,MACRO,MACRO,GREEN,7.128677,125.61391,DAVAO DEL SUR,DAVAO CITY,21,150,40,200
TCFGAECOLANDAVAODDS,TCFGAECOLANDAVAODDS-1,MACRO,MACRO,GREEN,7.055985,125.587103,DAVAO DEL SUR,DAVAO CITY,37,35,40,200
TCFGAKM8TIGATDAVAODDS,TCFGAKM8TIGATDAVAODDS-2,MACRO,MACRO,GREEN,7.121175,125.5995,DAVAO DEL SUR,DAVAO CITY,29,190,40,200
TCFGAKM8TIGATDAVAODDS,TCFGAKM8TIGATDAVAODDS-4,MACRO,MACRO,GREEN,7.121175,125.5995,DAVAO DEL SUR,DAVAO CITY,29,270,40,200
TCFGAMANDUGDAVAODDS,TCFGAMANDUGDAVAODDS-2,MACRO,MACRO,GREEN,7.161993,125.581073,DAVAO DEL SUR,DAVAO CITY,39,215,40,200
TCFGAMCSNDIGCDOMOR,TCFGAMCSNDIGCDOMOR-3,MACRO,MACRO,GREEN,8.463983,124.639535,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),42,295,40,200
TCFGAP5TBOKDAVAODDS,TCFGAP5TBOKDAVAODDS-1,MACRO,MACRO,GREEN,7.11178,125.482,DAVAO DEL SUR,DAVAO CITY,29,315,40,200
TCFGAP5TBOKDAVAODDS,TCFGAP5TBOKDAVAODDS-2,MACRO,MACRO,GREEN,7.11178,125.482,DAVAO DEL SUR,DAVAO CITY,29,70,40,200
TCFGATUGBOKDAVAODDS,TCFGATUGBOKDAVAODDS-3,MACRO,MACRO,GREEN,7.107789,125.486705,DAVAO DEL SUR,DAVAO CITY,42,230,40,200
TCISMAGSAY30CDAVAODDS,TCISMAGSAY30CDAVAODDS-2,MACRO,MACRO,GREEN,7.074054,125.61697,DAVAO DEL SUR,DAVAO CITY,20,170,40,200
TCPHTBAGOGALLEDAVAODDS,TCPHTBAGOGALLEDAVAODDS-2,MACRO,MACRO,GREEN,7.050873,125.516944,DAVAO DEL SUR,DAVAO CITY,40,145,40,200
TCPHTFARDUMOYDAVAODDS,TCPHTFARDUMOYDAVAODDS-3,MACRO,MACRO,GREEN,7.038085,125.503519,DAVAO DEL SUR,DAVAO CITY,39,250,40,200
TCPHTINDAHAGCDOMOR,TCPHTINDAHAGCDOMOR-2,MACRO,MACRO,GREEN,8.433277,124.667625,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),39,135,40,200
TCPHTMAMAYVILDAVAODDS,TCPHTMAMAYVILDAVAODDS-2,MACRO,MACRO,GREEN,7.109719,125.631944,DAVAO DEL SUR,DAVAO CITY,18,80,40,200
TCPHTMANDUMOLCDOMOR,TCPHTMANDUMOLCDOMOR-2,MACRO,MACRO,GREEN,8.462312,124.643491,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),15,50,40,200
TCPHTMANDUMOLCDOMOR,TCPHTMANDUMOLCDOMOR-3,MACRO,MACRO,GREEN,8.462312,124.643491,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),15,225,40,200
TCPHTZ9BULUACDOMOR,TCPHTZ9BULUACDOMOR-1,MACRO,MACRO,GREEN,8.487522,124.609566,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),29,350,40,200
GOLDNGLOWCDO,GOLDNGLOWCDO-3,MACRO,MACRO,GREEN,8.459408,124.618572,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),21,280,40,200
SMCDOMORLS,SMCDOMORLS-2,SMALLCELL-LAMPSITE,MACRO,GREEN,8.455849,124.621212,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),3,360,40,200
TOMARF10ADAVAODDSEM,TOMARF10ADAVAODDSEM-2,SMALLCELL-EASYMACRO,MACRO,GREEN,7.08202,125.60158,DAVAO DEL SUR,DAVAO CITY,9,230,40,200
BRGY27CDOMOREM,BRGY27CDOMOREM-1,SMALLCELL-EASYMACRO,MACRO,GREEN,8.484743,124.64981,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),6,300,40,200
BRGY27CDOMOREM,BRGY27CDOMOREM-3,SMALLCELL-EASYMACRO,MACRO,GREEN,8.484743,124.64981,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),6,160,40,200
BRGY40CDOMOREM,BRGY40CDOMOREM-1,SMALLCELL-EASYMACRO,MACRO,GREEN,8.476432,124.649,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),6,350,40,200
BRGY40CDOMOREM,BRGY40CDOMOREM-2,SMALLCELL-EASYMACRO,MACRO,GREEN,8.476432,124.649,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),6,90,40,200
DAMOSTWRDAVAODDSID,DAMOSTWRDAVAODDSID-2,IBS,MACRO,GREEN,7.103733,125.634,DAVAO DEL SUR,DAVAO CITY,3,360,40,200
DLPBANKEMAR5ADVOEM,DLPBANKEMAR5ADVOEM-3,SMALLCELL-EASYMACRO,MACRO,GREEN,7.067976,125.600735,DAVAO DEL SUR,DAVAO CITY,20,120,40,200
DLPCALFONDAVAODDSEM,DLPCALFONDAVAODDSEM-1,SMALLCELL-EASYMACRO,MACRO,GREEN,7.106677,125.632595,DAVAO DEL SUR,DAVAO CITY,8,90,40,200
DLPCB3ADAVAODDSEM,DLPCB3ADAVAODDSEM-1,SMALLCELL-EASYMACRO,MACRO,GREEN,7.0651,125.60895,DAVAO DEL SUR,DAVAO CITY,8,25,40,200
DLPCB3ADAVAODDSEM,DLPCB3ADAVAODDSEM-3,SMALLCELL-EASYMACRO,MACRO,GREEN,7.0651,125.60895,DAVAO DEL SUR,DAVAO CITY,8,200,40,200
DLPCGTECHCABANDVOEM,DLPCGTECHCABANDVOEM-2,SMALLCELL-EASYMACRO,MACRO,GREEN,7.116336,125.62527,DAVAO DEL SUR,DAVAO CITY,20,180,40,200
DLPCHCCDBDAVAODDSEM,DLPCHCCDBDAVAODDSEM-2,SMALLCELL-EASYMACRO,MACRO,GREEN,7.120411,125.622852,DAVAO DEL SUR,DAVAO CITY,8,180,40,200
DLPCHIZONDAVAODDSEM,DLPCHIZONDAVAODDSEM-2,SMALLCELL-EASYMACRO,MACRO,GREEN,7.112022,125.647775,DAVAO DEL SUR,DAVAO CITY,8,130,40,200
